"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6"
"saldo_medio_var5_hace3","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var22_ult1","f_diff_var_15_var_36_less_60","f_ratio_num_var42_saldo_var42","saldo_var42","saldo_medio_var5_ult1","new_ind_var30_0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var45","num_var5","saldo_var30","imp_op_var39_ult1","saldo_medio_var8_ult1","f_diff_var_15_var_36_cutpoint_smaller","num_var22_hace3","f_diff_saldo_medio_var5_ult13","num_quantile_diff_3","new_num_group5_sum","0.822333","0.822919","0.810389","0.813844","0.834405","0.825238"
"num_of_used","new_ind_var30_0","saldo_medio_var5_hace2","abs_f_diff_imp_op_var41_efect_comer_ult1","saldo_medio_var5_hace3","saldo_var42","f_num_3_sum_num","new_ind_sum","max.saldo","nonzerocount.saldo","var15","num_meses_var5_ult3","abs_f_diff_num_var30_4","sald0_quantile_diff_2","abs_f_diff_saldo_var5_42","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_comb_rank","f_diff_var_15_var_36_rank","new_num_prcnt","0.833028","0.824227","0.831644","0.811397","0.811974","0.820952"
"f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var39_comer_ult1","abs_f_diff_num_var30_4","f_num_non_zero_sum_ind","f_diff_var_15_var_36_less_60","saldo_medio_var5_hace2","new_ind_var30_0","f_diff_var_15_var_36_cutpoint_smaller","saldo_var30","new_num_group5_sum","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_ult13","f_num_quan_70_sum_saldo","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","f_num_3_sum_num","new_ind_sum","new_num_var30_0","num_meses_var5_ult3","0.822417","0.819458","0.831083","0.806497","0.817847","0.801861"
"f_diff_var_15_var_36_less_60","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_8_ult11","num_var45_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","nonzerocount.saldo","var38","num_meses_var5_ult3","saldo_var8","f_num_non_zero_sum_ind","new_ftr_ult1_ult3_ratio_num_var45","imp_trans_var37_ult1","abs_f_ratio_num_var5_saldo_var5","new_num_var30_0","var15","imp_op_var39_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","0.83613","0.821461","0.835751","0.82565","0.835133","0.829412"
"num_var30","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var8_ult1","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","saldo_medio_var5_ult3","new_ind_sum","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","f_diff_num_var30_4","new_num_group5_prcnt","num_var42","var15","f_diff_var_15_var_36_rank","nonzerocount.num","num_meses_var39_vig_ult3","new_num_prcnt","saldo_var37","new_ind_0_group5_sum","0.830182","0.81675","0.826952","0.806923","0.81643","0.823303"
"ind_var5","imp_ent_var16_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","new_ind_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_ult1","saldo_var42","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_num_var45","saldo_medio_var5_ult3","ind_comb_rank","num_meses_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_ult13","f_diff_imp_op_var41_comer_ult13","abs_f_ratio_num_var30_saldo_var30","var38","f_ratio_num_var42_saldo_var42","0.82033","0.837134","0.804704","0.823567","0.835796","0.825561"
"new_num_var5_0","imp_op_var41_efect_ult1","num_var22_ult3","num_var30","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_meses_var5_ult3","var15","new_ftr_ult1_ult3_ratio_num_var45","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_var_36_rank","num_var22_hace3","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_larger","f_ratio_num_var42_saldo_var42","new_ind_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_1","f_diff_saldo_medio_var5_ult13","num_var45_ult1","var38","0.838422","0.842701","0.836652","0.827611","0.834972","0.830795"
"num_meses_var5_ult3","new_ind_var5_0","f_diff_var_15_var_38","new_num_var30_0","num_of_used","ind_comb_rank","saldo_medio_var5_hace2","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_ult13","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","new_ind_sum","num_var22_hace3","new_ftr_ult1_ult3_ratio_imp_op_var39_efect","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_imp_op_var41_efect_comer_ult1","ind_var30","new_num_var5_0","sald0_quantile_diff_1","0.839802","0.839952","0.81613","0.804279","0.835304","0.82858"
"num_var30","num_quantile_diff_1","new_ftr_ult1_ult3_ratio_num_var45","num_var22_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_prcnt","max.saldo","abs_f_diff_saldo_medio_var5_ult13","saldo_var5","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_larger","abs_f_diff_saldo_var5_30","num_med_var45_ult3","ind_var5","n0","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","abs_f_diff_saldo_var5_42","f_diff_var_15_var_38","0.830692","0.835852","0.821804","0.823982","0.836162","0.828961"
"imp_op_var39_comer_ult1","new_num_group5_prcnt","num_meses_var39_vig_ult3","saldo_medio_var5_hace2","saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var45","new_ind_group5_sum","ind_comb_rank","saldo_var5","var15","num_quantile_diff_1","new_num_var30_0","var36","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.saldo","num_var30_0","saldo_medio_var5_hace3","sald0_quantile_diff_2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.823549","0.819014","0.827992","0.814781","0.827116","0.819473"
"num_med_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_3","saldo_var30","new_num_prcnt","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var42","f_ratio_num_var42_saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var30_4","f_diff_saldo_medio_var5_ult13","num_var45_hace3","f_diff_var_15_var_36_less_60","saldo_var42","num_var22_ult3","f_diff_var_15_var_38","saldo_medio_var8_ult1","f_num_quan_70_sum_saldo","0.815792","0.821201","0.817613","0.805786","0.803606","0.80609"
"var15","saldo_medio_var5_ult3","f_diff_var_15_var_38","num_meses_var5_ult3","f_ratio_num_var42_saldo_var42","nonzerocount.saldo","num_var22_hace3","num_of_used","new_ind_var30_0","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_num_var30_4","saldo_medio_var8_ult1","saldo_var5","f_diff_var_15_var_36_less_60","f_diff_num_var45_ult13","saldo_var30","new_num_prcnt","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.835312","0.831185","0.8254","0.816322","0.832836","0.828833"
"f_diff_var_15_var_36_less_60","new_num_prcnt","f_ratio_num_var42_saldo_var42","f_diff_num_var45_ult13","abs_f_diff_saldo_medio_var5_ult13","num_meses_var39_vig_ult3","saldo_medio_var5_hace3","new_ind_var30_0","f_diff_saldo_medio_var5_8_ult11","new_num_var30_0","imp_op_var41_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var5","abs_f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_medio_var5_8_ult11","num_var45_hace2","f_diff_num_var30_4","f_diff_var_15_var_38","max.saldo","new_ftr_ult1_ult3_ratio_num_var22","0.821218","0.821405","0.822034","0.806337","0.807082","0.804748"
"f_diff_var_15_larger","saldo_var30","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_30","imp_trans_var37_ult1","saldo_medio_var8_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var42","num_var45_ult1","saldo_var42","new_num_sum","f_diff_var_15_var_36_cutpoint_smaller","new_num_group5_prcnt","var15","imp_op_var41_ult1","f_diff_var_15_var_36_rank","ind_var5","new_ftr_ult1_ult3_ratio_num_var22","f_num_quan_70_sum_saldo","0.822019","0.830135","0.815276","0.801217","0.816211","0.820373"
"saldo_var30","new_ind_sum","f_diff_var_15_var_36_rank","var36","f_diff_var_15_larger","num_meses_var5_ult3","f_diff_saldo_medio_var5_ult13","num_meses_var39_vig_ult3","new_num_group5_prcnt","nonzerocount.saldo","f_diff_var_15_var_36_less_60","saldo_var5","saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","new_num_prcnt","num_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.819501","0.81755","0.825291","0.807483","0.817628","0.815099"
"abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","new_num_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_quan_70_sum_saldo","saldo_var5","num_var22_ult3","sald0_quantile_diff_1","num_var45_ult1","new_num_sum","f_diff_var_15_var_36_cutpoint_smaller","new_ind_group5_sum","new_ind_var30_0","num_meses_var39_vig_ult3","f_diff_var_15_var_36_rank","new_num_prcnt","new_ftr_ult1_ult3_ratio_saldo_medio_var5","var15","num_med_var22_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.817103","0.834312","0.827039","0.804334","0.827914","0.803374"
"nonzerocount.num","f_num_3_sum_num","saldo_var5","new_num_group5_prcnt","num_meses_var39_vig_ult3","saldo_var42","var15","imp_trans_var37_ult1","new_num_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_2","new_ind_group5_sum","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","f_diff_imp_op_var39_comer_ult13","num_var35","num_var4","f_diff_saldo_medio_var5_ult13","nonzerocount.saldo","0.839456","0.833961","0.814131","0.823522","0.83597","0.828378"
"imp_op_var41_ult1","ind_var5","abs_f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_42","new_num_prcnt","saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","new_ind_group5_sum","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var4","new_ind_sum","imp_trans_var37_ult1","num_var45_ult1","num_var30","var15","new_num_var5_0","f_num_3_sum_num","new_ind_0_group5_sum","abs_f_ratio_num_var5_saldo_var5","0.824384","0.818211","0.825724","0.807672","0.819449","0.807162"
"new_ind_0_group5_sum","ind_comb_rank","new_num_group5_sum","num_var45_hace3","saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","saldo_medio_var5_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","nonzerocount.num","sald0_quantile_diff_3","saldo_var8","abs_f_diff_imp_op_var41_efect_comer_ult1","new_num_group5_prcnt","num_var30","f_ratio_num_var42_saldo_var42","num_quantile_diff_3","f_diff_num_var30_4","max.saldo","saldo_medio_var5_hace2","0.820832","0.80287","0.820666","0.806171","0.813059","0.806921"
"new_ind_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var5_saldo_var5","saldo_var42","max.saldo","num_var4","saldo_medio_var5_ult1","new_num_var30_0","num_meses_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_var30","new_ftr_ult1_ult3_ratio_num_var45","num_meses_var39_vig_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_prcnt","f_diff_var_15_larger","new_ind_group5_sum","var15","0.820561","0.829374","0.818114","0.809556","0.819654","0.805887"
"num_var4","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_0_group5_sum","f_diff_var_15_var_36_cutpoint_smaller","nonzerocount.num","saldo_var5","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_num_var30_4","sald0_quantile_diff_2","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace3","ind_comb_rank","new_ind_sum","nonzerocount.saldo","f_diff_var_15_var_36_rank","ind_var30","num_meses_var5_ult3","f_ratio_num_var42_saldo_var42","0.812038","0.834115","0.827002","0.812649","0.830458","0.820892"
"abs_f_diff_saldo_medio_var5_8_ult11","f_num_quan_70_sum_saldo","num_var4","imp_op_var39_efect_ult1","num_med_var22_ult3","f_diff_var_15_var_38","abs_f_diff_saldo_var5_30","saldo_var42","num_var30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_ratio_num_var30_saldo_var30","var38","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var8_0","new_num_group5_sum","f_diff_saldo_medio_var5_8_ult11","num_var30_0","0.815274","0.841046","0.837783","0.825906","0.807436","0.801392"
"new_num_prcnt","saldo_medio_var5_hace3","f_num_quan_70_sum_saldo","var15","saldo_medio_var5_ult3","saldo_medio_var5_hace2","new_num_var30_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","new_num_var5_0","f_diff_saldo_medio_var5_ult13","f_num_non_zero_sum_ind","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_30","abs_f_diff_num_var30_4","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult1","num_var35","0.822927","0.825362","0.824731","0.80427","0.816284","0.819917"
"new_num_var5_0","num_meses_var5_ult3","var15","f_diff_var_15_larger","new_num_sum","num_var45_hace2","imp_op_var41_ult1","new_ftr_ult1_ult3_ratio_num_var45","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_imp_op_var39_comer_ult13","imp_op_var41_efect_ult3","saldo_var42","num_var45_ult3","num_var22_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_group5_sum","saldo_var30","new_ind_0_group5_sum","0.828381","0.831888","0.83339","0.813507","0.815346","0.813916"
"new_num_group5_sum","ind_var5","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","saldo_var37","saldo_var30","var36","num_med_var22_ult3","f_diff_var_15_var_36_less_60","new_num_sum","num_var30","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_30","ind_comb_rank","new_num_var5_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var38","0.815921","0.805089","0.805827","0.804641","0.800711","0.804348"
"abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","num_var45_ult1","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var4","ind_var5","var36","var15","new_ind_sum","saldo_var37","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","num_of_used","saldo_var30","f_diff_var_15_larger","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_meses_var39_vig_ult3","f_num_non_zero_sum_ind","0.834299","0.825642","0.829626","0.805802","0.816991","0.810882"
"f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var30_saldo_var30","f_diff_num_var30_4","num_med_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var22_ult3","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_rank","abs_f_diff_num_var30_4","new_ftr_ult1_ult3_ratio_num_var22","var38","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var35","imp_op_var41_comer_ult1","nonzerocount.saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_ult3","ind_comb_rank","0.825249","0.840575","0.818274","0.802897","0.826444","0.80627"
"f_diff_var_15_var_36_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_38","ind_var5","nonzerocount.saldo","num_var22_ult1","imp_op_var39_comer_ult3","max.saldo","sald0_quantile_diff_2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var35","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_less_60","sald0_quantile_diff_3","0.835873","0.835586","0.836161","0.822887","0.835712","0.822617"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_ult13","imp_op_var41_efect_ult3","var38","new_ind_sum","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_larger","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_ratio_num_var5_saldo_var5","num_meses_var5_ult3","new_ftr_ult1_ult3_ratio_num_var45","num_var42","abs_f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var42","saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.809174","0.832609","0.826678","0.81946","0.830232","0.820663"
"f_diff_var_15_var_38","num_var30","f_diff_saldo_medio_var5_ult13","saldo_medio_var8_ult1","max.saldo","new_ftr_ult1_ult3_ratio_num_var22","f_num_quan_70_sum_saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_sum","nonzerocount.saldo","imp_trans_var37_ult1","new_num_group5_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","num_meses_var5_ult3","f_diff_var_15_var_36_less_60","f_ratio_num_var42_saldo_var42","saldo_var30","saldo_medio_var5_ult3","new_ind_var30_0","0.81785","0.818147","0.815977","0.803937","0.81748","0.802432"
"ind_comb_rank","num_of_used","imp_ent_var16_ult1","saldo_var37","imp_op_var41_efect_ult3","var36","num_med_var45_ult3","new_num_var5_0","f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_larger","f_diff_var_15_var_36_cutpoint_smaller","saldo_var30","f_diff_num_var30_4","num_var22_ult1","f_num_non_zero_sum_ind","new_ind_group5_sum","var15","f_diff_var_15_var_36_less_60","var38","0.838681","0.844272","0.837675","0.821017","0.837208","0.830546"
"new_ind_var5_0","num_var22_ult3","abs_f_diff_saldo_var5_30","saldo_medio_var5_ult3","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_num_var45","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult1","ind_comb_rank","num_var35","f_num_3_sum_num","abs_f_ratio_num_var5_saldo_var5","num_var5","ind_var5","num_var45_ult1","sald0_quantile_diff_2","f_num_quan_70_sum_saldo","0.813761","0.8007","0.802041","0.818071","0.813334","0.820423"
"ind_var5","sald0_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_ult1","num_var45_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var4","f_diff_saldo_var5_saldo_medio_var5_ult1","ind_comb_rank","f_diff_var_15_var_38","var15","abs_f_diff_num_var30_4","num_var45_hace2","f_diff_var_15_var_36_rank","saldo_var30","saldo_medio_var5_hace2","num_quantile_diff_3","num_of_used","new_ftr_ult1_ult3_ratio_imp_op_var39_efect","new_ftr_ult1_ult3_ratio_saldo_medio_var5","0.829821","0.836543","0.839082","0.826469","0.837775","0.830389"
"num_var45_ult1","f_ratio_num_var42_saldo_var42","new_ind_var30_0","new_num_sum","num_var30","f_diff_imp_op_var39_comer_ult13","saldo_var8","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","abs_f_diff_num_var30_4","ind_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_sum","imp_op_var39_comer_ult3","var15","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","max.saldo","nonzerocount.saldo","new_ind_0_group5_sum","0.825568","0.827073","0.816528","0.80679","0.819157","0.812464"
"sald0_quantile_diff_2","f_diff_var_15_var_36_cutpoint_smaller","new_num_prcnt","f_diff_saldo_var5_saldo_medio_var5_hace3","f_num_quan_70_sum_imp","saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_group5_sum","ind_var30","new_ind_sum","saldo_medio_var5_hace3","f_diff_var_15_var_38","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","f_ratio_num_var42_saldo_var42","new_ind_var30_0","num_var5","max.saldo","f_num_quan_70_sum_saldo","var15","0.840156","0.842655","0.836005","0.812587","0.828589","0.811281"
"abs_f_ratio_num_var30_saldo_var30","num_of_used","imp_op_var41_efect_ult3","nonzerocount.num","saldo_medio_var5_ult3","saldo_var37","f_diff_var_15_var_36_less_60","var15","imp_var43_emit_ult1","imp_trans_var37_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var5","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_prcnt","abs_f_ratio_num_var5_saldo_var5","nonzerocount.saldo","0.828391","0.828079","0.812924","0.806068","0.82663","0.814383"
"saldo_var30","ind_comb_rank","num_meses_var5_ult3","var15","num_var4","new_ind_group5_sum","f_diff_saldo_medio_var5_ult13","imp_op_var39_comer_ult1","n0","f_diff_num_var30_4","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_42","new_ind_sum","abs_f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_ult13","new_ind_var5_0","f_diff_var_15_var_36_rank","ind_var30","new_ftr_ult1_ult3_ratio_num_var45","saldo_medio_var5_ult1","0.827249","0.824957","0.821972","0.811962","0.820457","0.805533"
"imp_trans_var37_ult1","abs_f_diff_saldo_medio_var5_8_ult11","saldo_var42","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_sum","saldo_medio_var8_ult1","num_of_used","num_var45_hace2","new_ind_group5_sum","f_diff_var_15_var_36_rank","imp_op_var39_efect_ult1","new_num_prcnt","abs_f_ratio_num_var30_saldo_var30","saldo_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var30_0","f_num_quan_70_sum_saldo","var15","0.828189","0.829661","0.820248","0.809896","0.816697","0.811114"
"sald0_quantile_diff_2","saldo_var8","var15","abs_f_ratio_num_var30_saldo_var30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_op_var39_comer_ult3","new_num_var30_0","num_of_used","num_var45_ult1","abs_f_ratio_num_var5_saldo_var5","nonzerocount.saldo","saldo_var30","saldo_var37","f_diff_saldo_medio_var5_ult13","n0","num_var35","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","max.saldo","0.82826","0.825415","0.81704","0.809344","0.819746","0.818757"
"f_num_3_sum_num","ind_var5","saldo_var5","n0","abs_f_ratio_num_var30_saldo_var30","nonzerocount.num","imp_op_var41_comer_ult1","new_num_var30_0","f_num_quan_70_sum_imp","new_num_group5_prcnt","ind_comb_rank","num_med_var22_ult3","sald0_quantile_diff_2","f_diff_var_15_larger","new_ind_group5_sum","var15","saldo_medio_var5_hace2","new_ind_var30_0","f_num_non_zero_sum_ind","new_ind_sum","0.825777","0.832347","0.832457","0.816228","0.824885","0.822799"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_ult13","num_meses_var39_vig_ult3","new_num_sum","new_num_prcnt","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","ind_comb_rank","num_var5","num_var30","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ind_0_group5_sum","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var8_ult1","num_meses_var5_ult3","0.83277","0.833626","0.818263","0.818693","0.833151","0.80574"
"saldo_var30","f_diff_var_15_larger","new_num_var30_0","num_var30","new_num_group5_prcnt","var15","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_ult3","new_num_prcnt","ind_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","new_ind_0_group5_sum","new_ind_sum","f_diff_var_15_var_36_rank","imp_trans_var37_ult1","new_ind_var30_0","abs_f_diff_saldo_medio_var5_ult13","num_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_hace2","0.832637","0.827422","0.81806","0.805597","0.81747","0.809377"
"sald0_quantile_diff_2","var15","n0","num_var30","saldo_var5","f_num_quan_70_sum_saldo","imp_trans_var37_ult1","new_num_var30_0","ind_var5","new_num_var5_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","imp_ent_var16_ult1","saldo_medio_var5_hace3","num_var22_hace2","nonzerocount.num","num_var30_0","abs_f_diff_num_var30_4","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace3","0.842236","0.843007","0.834947","0.817131","0.835603","0.808606"
