"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var30_0","abs_f_diff_num_var30_4","num_var35","var38","var15_ratio","new_num_sum","saldo_var5","max.saldo","f_diff_saldo_medio_var5_8_ult11","imp_op_var41_comer_ult3","saldo_medio_var5_ult1","num_meses_var39_vig_ult3","num_var22_ult1","num_of_used","abs_f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_med_var45_ult3","num_var5","n0","abs_f_diff_saldo_var5_30","saldo_medio_var5_hace3","saldo_medio_var5_hace2","saldo_var8","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var22_hace2","f_diff_var_15_var_36_cutpoint_smaller","f_num_3_sum_num","ind_comb_rank","0.843527","0.840539","0.811213","0.825517","0.838657","0.807218","0.838966","0.826299","0.800981","0.847996"
"abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_num_var30_4","imp_op_var41_efect_ult1","new_num_group5_sum","saldo_medio_var5_ult3","new_num_prcnt","new_num_sum","var15","imp_op_var39_efect_ult3","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_medio_var5_8_ult11","sald0_quantile_diff_2","nonzerocount.num","abs_f_diff_saldo_var5_30","f_diff_imp_op_var39_comer_ult13","var38_ratio","saldo_medio_var5_ult1","imp_op_var39_ult1","new_ind_group5_sum","saldo_medio_var5_hace3","saldo_var42","f_diff_var_15_var_38","new_ind_var30_0","num_var35","imp_op_var41_ult1","f_diff_num_var45_ult13","f_diff_var_15_var_36_less_60","num_var42","new_ind_var5_0","new_num_var5_0","0.822263","0.844129","0.839749","0.825027","0.837403","0.831386","0.840486","0.805499","0.836176","0.848782"
"f_num_3_sum_num","sald0_quantile_diff_3","f_diff_var_15_var_36_rank","sald0_quantile_diff_2","nonzerocount.num","var15_ratio","saldo_var30","ind_var30","abs_f_diff_saldo_medio_var5_8_ult11","new_num_group5_prcnt","new_ind_sum","ind_comb_rank","new_num_var5_0","imp_op_var41_efect_ult3","f_diff_var_15_var_36_less_60","num_var45_hace2","num_med_var22_ult3","max.saldo","new_ind_0_group5_sum","new_num_sum","f_diff_var_15_var_36_cutpoint_smaller","var15","num_var45_ult1","saldo_var42","new_ind_var30_0","num_quantile_diff_3","new_ind_group5_sum","num_var22_ult1","num_of_used","num_var22_ult3","0.834978","0.830642","0.827192","0.811073","0.813838","0.808874","0.832156","0.813585","0.827237","0.836222"
"f_diff_var_15_var_38","nonzerocount.saldo","num_of_used","num_var30","ind_var5","num_var45_ult1","saldo_medio_var5_hace3","new_num_group5_prcnt","f_diff_imp_op_var39_comer_ult13","num_var45_hace2","new_ind_var30_0","imp_op_var41_efect_ult3","var15_ratio","var38","saldo_medio_var5_ult1","new_ind_group5_sum","num_var35","abs_f_diff_num_var30_4","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_num_prcnt","num_var5","var36","saldo_var5","f_num_quan_70_sum_saldo","num_meses_var5_ult3","saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_quan_70_sum_imp","f_diff_var_15_larger","f_diff_var_15_var_36_rank","0.838431","0.822598","0.834062","0.822983","0.833888","0.806306","0.815967","0.807646","0.823037","0.845087"
"ind_comb_rank","saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","abs_f_ratio_num_var30_saldo_var30","var15_ratio","imp_op_var41_ult1","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_rank","num_var22_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.num","new_ind_sum","f_diff_saldo_medio_var5_8_ult11","sald0_quantile_diff_1","saldo_var42","imp_trans_var37_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_ult3","num_var42","num_var30","new_num_group5_sum","abs_f_diff_saldo_var5_30","saldo_var5","new_num_prcnt","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_ult13","var38","new_ind_group5_sum","num_quantile_diff_3","num_of_used","0.83409","0.831128","0.835503","0.820223","0.836159","0.830076","0.835723","0.825266","0.831017","0.842162"
"var38","num_meses_var39_vig_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","var15_ratio","saldo_var30","f_num_3_sum_num","f_diff_var_15_var_38","f_diff_var_15_var_36_rank","new_num_prcnt","saldo_var5","num_var45_hace2","new_ind_sum","saldo_medio_var5_ult1","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var22_hace2","abs_f_diff_imp_op_var41_efect_comer_ult1","num_var35","saldo_medio_var8_ult3","num_var5","new_num_var30_0","f_diff_num_var30_4","ind_comb_rank","abs_f_diff_num_var30_4","saldo_medio_var5_hace3","var38_ratio","new_num_group5_prcnt","var15","0.835779","0.831274","0.836989","0.819439","0.836934","0.811759","0.837579","0.810972","0.833236","0.840344"
"f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","saldo_var5","new_num_var5_0","saldo_var30","f_diff_saldo_medio_var5_8_ult11","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_8_ult11","var15","new_ind_var30_0","n0","new_num_sum","var38","var36","num_meses_var39_vig_ult3","new_ind_var5_0","imp_ent_var16_ult1","f_diff_var_15_var_38","num_var35","ind_comb_rank","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var5","saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_num_var45","num_var45_hace3","f_diff_imp_op_var39_comer_ult13","new_ind_group5_sum","num_var22_hace2","num_of_used","0.841305","0.835953","0.823158","0.813144","0.837773","0.830317","0.83985","0.826087","0.834428","0.836224"
"num_of_used","f_diff_var_15_var_36_cutpoint_smaller","var15_ratio","imp_var43_emit_ult1","f_diff_imp_op_var39_comer_ult13","saldo_medio_var8_ult3","saldo_medio_var5_ult3","new_ind_group5_sum","saldo_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace2","num_var45_ult3","n0","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","sald0_quantile_diff_1","abs_f_diff_saldo_medio_var5_8_ult11","saldo_var37","imp_trans_var37_ult1","f_diff_var_15_var_38","f_num_quan_70_sum_imp","sald0_quantile_diff_2","nonzerocount.saldo","num_var22_ult1","saldo_var30","f_diff_num_var30_4","new_num_var5_0","num_var35","0.842784","0.842355","0.816222","0.816632","0.839662","0.831635","0.838575","0.809242","0.815396","0.847937"
"saldo_medio_var5_hace3","var15_ratio","new_ind_sum","new_num_group5_sum","abs_f_ratio_num_var30_saldo_var30","new_num_prcnt","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","nonzerocount.saldo","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_comb_rank","num_var45_hace3","var38_ratio","f_diff_var_15_var_36_cutpoint_smaller","num_var45_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var5","num_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_group5_sum","new_ind_var30_0","imp_op_var39_ult1","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult3","f_num_quan_70_sum_saldo","num_quantile_diff_1","abs_f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var8_ult3","f_diff_saldo_medio_var5_8_ult11","0.844875","0.818929","0.838615","0.813151","0.820982","0.832258","0.84113","0.810425","0.836918","0.827778"
"saldo_medio_var5_hace3","new_ind_sum","saldo_var5","num_of_used","num_meses_var5_ult3","f_diff_var_15_var_36_less_60","f_num_quan_70_sum_saldo","new_num_var30_0","f_diff_var_15_larger","abs_f_ratio_num_var30_saldo_var30","sald0_quantile_diff_1","imp_op_var39_ult1","new_ind_var5_0","abs_f_diff_saldo_medio_var5_8_ult11","imp_op_var39_comer_ult1","num_var22_hace2","saldo_var30","saldo_medio_var5_ult3","f_num_non_zero_sum_ind","abs_f_diff_num_var30_4","num_var42","num_var30","num_var5","new_num_prcnt","imp_var43_emit_ult1","var38_ratio","var15","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_ult13","n0","0.833983","0.843679","0.839218","0.822014","0.828385","0.830711","0.840729","0.82635","0.835258","0.84919"
"saldo_var5","new_num_var30_0","abs_f_ratio_num_var5_saldo_var5","new_ftr_ult1_ult3_ratio_num_var45","f_diff_num_var45_ult13","nonzerocount.num","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_0_group5_sum","saldo_medio_var5_hace2","imp_op_var41_comer_ult1","f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_rank","saldo_medio_var8_ult1","num_med_var22_ult3","n0","f_num_quan_70_sum_saldo","f_diff_var_15_var_36_cutpoint_smaller","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_30","var15","ind_comb_rank","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_num_var30_4","var38_ratio","new_num_prcnt","new_num_sum","var36","new_ind_sum","0.844339","0.843623","0.838711","0.826074","0.813579","0.831061","0.841037","0.826759","0.836304","0.84757"
"num_var42","imp_trans_var37_ult1","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_36_less_60","saldo_medio_var5_hace2","imp_op_var41_efect_ult3","var36","max.saldo","num_meses_var5_ult3","sald0_quantile_diff_3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var15","f_diff_var_15_var_38","num_meses_var39_vig_ult3","new_ind_var30_0","num_var5","nonzerocount.num","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var5","f_diff_saldo_medio_var5_ult13","nonzerocount.saldo","f_diff_var_15_larger","var38","sald0_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var30","n0","num_var4","saldo_var30","var38_ratio","0.827518","0.844068","0.836535","0.808351","0.837779","0.830943","0.84074","0.808249","0.834236","0.831237"
"abs_f_diff_saldo_medio_var5_8_ult11","saldo_var8","var15_ratio","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_comb_rank","saldo_var30","abs_f_diff_saldo_var5_30","f_num_3_sum_num","imp_trans_var37_ult1","new_ind_var30_0","var36","f_ratio_num_var42_saldo_var42","saldo_medio_var5_hace2","ind_var30","f_diff_var_15_var_36_rank","saldo_var42","imp_op_var41_efect_ult1","num_var45_ult1","new_ftr_ult1_ult3_ratio_num_var22","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","n0","abs_f_ratio_num_var5_saldo_var5","new_num_group5_sum","num_var35","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.saldo","num_of_used","0.834655","0.843319","0.837776","0.827398","0.825523","0.811674","0.83999","0.825597","0.824418","0.841675"
"new_num_var30_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","max.saldo","num_of_used","new_num_prcnt","new_ind_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_ult3","f_diff_var_15_var_36_less_60","num_var35","saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","var38","num_var45_hace3","abs_f_ratio_num_var5_saldo_var5","ind_comb_rank","num_var30","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_ult3","ind_var8_0","num_var45_ult1","f_diff_saldo_medio_var5_8_ult11","new_num_group5_prcnt","new_ind_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","sald0_quantile_diff_1","imp_trans_var37_ult1","abs_f_ratio_num_var30_saldo_var30","0.835269","0.834793","0.829348","0.808756","0.820912","0.801825","0.803874","0.804487","0.81712","0.838643"
"var15_ratio","saldo_var5","f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult1","saldo_var42","f_diff_num_var30_4","num_var4","saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","saldo_var37","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_med_var45_ult3","new_ind_var30_0","ind_comb_rank","new_num_var30_0","var15","ind_var30","f_diff_var_15_var_38","sald0_quantile_diff_1","num_of_used","var38_ratio","f_diff_var_15_var_36_cutpoint_smaller","f_ratio_num_var42_saldo_var42","n0","0.841972","0.840513","0.836983","0.824293","0.819557","0.831293","0.838085","0.802153","0.833001","0.840677"
"f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var5","f_diff_var_15_var_36_cutpoint_smaller","new_num_group5_prcnt","ind_var30","imp_op_var39_comer_ult3","f_diff_var_15_larger","abs_f_diff_saldo_var5_30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_rank","num_var30","var38","abs_f_diff_saldo_var5_42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_ent_var16_ult1","new_num_sum","saldo_medio_var5_hace2","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult3","max.saldo","new_ind_sum","imp_op_var39_ult1","nonzerocount.saldo","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var8","abs_f_ratio_num_var30_saldo_var30","new_num_var30_0","f_diff_num_var30_4","0.821858","0.838975","0.804103","0.806777","0.813304","0.827104","0.835061","0.812525","0.83285","0.84294"
"new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_medio_var5_ult13","new_num_sum","f_diff_var_15_larger","num_of_used","num_med_var45_ult3","sald0_quantile_diff_1","max.saldo","f_ratio_num_var42_saldo_var42","saldo_var5","new_num_var30_0","num_var45_hace2","new_ind_group5_sum","nonzerocount.num","new_ind_sum","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_var5_42","f_diff_var_15_var_36_cutpoint_smaller","new_num_prcnt","var15","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_ult3","var15_ratio","f_diff_imp_op_var39_comer_ult13","new_ind_0_group5_sum","new_num_var8_0","ind_var30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","0.817541","0.833177","0.826687","0.801394","0.830858","0.822017","0.806987","0.800093","0.827347","0.83968"
"saldo_var5","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var22_hace3","n0","saldo_medio_var5_ult3","num_var42","sald0_quantile_diff_3","f_diff_var_15_larger","num_of_used","abs_f_ratio_num_var30_saldo_var30","var15_ratio","f_diff_num_var45_ult13","new_ind_var30_0","num_quantile_diff_1","num_meses_var5_ult3","new_ftr_ult1_ult3_ratio_num_var22","num_var45_hace2","f_num_3_sum_num","imp_op_var39_ult1","new_ind_group5_sum","saldo_medio_var8_ult3","abs_f_ratio_num_var5_saldo_var5","f_ratio_num_var42_saldo_var42","num_var45_hace3","saldo_medio_var5_ult1","nonzerocount.saldo","num_var5","f_diff_imp_op_var41_comer_ult13","0.830182","0.828426","0.827001","0.815348","0.829083","0.82317","0.82687","0.807311","0.829986","0.841224"
"ind_comb_rank","ind_var30","num_meses_var5_ult3","sald0_quantile_diff_2","var38","num_var22_hace2","var15_ratio","f_diff_var_15_var_36_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_hace2","saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","new_ind_var30_0","imp_ent_var16_ult1","sald0_quantile_diff_3","new_ftr_ult1_ult3_ratio_num_var22","new_num_group5_prcnt","new_num_sum","abs_f_diff_num_var30_4","nonzerocount.saldo","new_num_var5_0","var38_ratio","new_ind_0_group5_sum","num_var30_0","num_var5","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var22_ult3","num_var30","saldo_medio_var5_ult1","f_diff_num_var45_ult13","0.839839","0.840104","0.834606","0.804424","0.834873","0.83005","0.835396","0.801541","0.831833","0.844498"
"num_var4","sald0_quantile_diff_1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_group5_prcnt","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_hace2","saldo_medio_var5_hace3","f_ratio_num_var42_saldo_var42","num_var42","num_quantile_diff_3","var15","var36","f_diff_saldo_medio_var5_8_ult11","num_meses_var5_ult3","f_diff_var_15_var_36_rank","sald0_quantile_diff_3","saldo_var5","num_of_used","f_diff_var_15_var_38","num_var22_ult3","f_num_non_zero_sum_ind","f_diff_imp_op_var39_comer_ult13","ind_var30","saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var22","f_diff_num_var30_4","saldo_var30","0.828756","0.843605","0.839398","0.813583","0.836908","0.833868","0.839718","0.825646","0.819563","0.839984"
"num_meses_var5_ult3","new_ind_sum","num_of_used","num_var30_0","num_var22_ult1","abs_f_diff_saldo_var5_42","new_ftr_ult1_ult3_ratio_num_var22","saldo_var30","saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","f_diff_var_15_larger","new_num_group5_prcnt","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_38","abs_f_ratio_num_var30_saldo_var30","new_ind_var30_0","num_var45_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_rank","max.saldo","saldo_var37","abs_f_diff_num_var30_4","var15","num_quantile_diff_1","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_hace2","new_num_group5_sum","0.843333","0.830243","0.837851","0.811012","0.838708","0.831738","0.820407","0.810743","0.8348","0.841234"
"num_var30","new_ind_0_group5_sum","f_diff_imp_op_var41_efect_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var5_saldo_var5","new_ind_sum","num_var35","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var5","nonzerocount.saldo","new_ind_var30_0","saldo_var30","num_meses_var5_ult3","f_diff_var_15_var_38","max.saldo","abs_f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","saldo_var42","new_ind_group5_sum","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_var5_30","f_num_quan_70_sum_imp","saldo_medio_var5_ult1","saldo_medio_var5_hace3","var15","abs_f_ratio_num_var30_saldo_var30","num_var42","0.834955","0.836382","0.82614","0.819588","0.835655","0.829391","0.837483","0.827075","0.83298","0.840162"
"num_var4","new_ind_var5_0","new_ind_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_trans_var37_ult1","num_var22_hace3","f_diff_var_15_var_36_cutpoint_smaller","var38","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var8_0","num_var30","f_diff_num_var30_4","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_var5","var15_ratio","var38_ratio","f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_less_60","f_ratio_num_var42_saldo_var42","num_var35","saldo_medio_var5_hace2","f_diff_var_15_larger","new_ind_group5_sum","imp_op_var41_efect_ult1","num_var22_hace2","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var5","0.841748","0.842732","0.835827","0.82264","0.837459","0.821592","0.838592","0.826369","0.83354","0.848329"
"ind_var5","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_ult1","abs_f_diff_saldo_var5_30","f_diff_var_15_larger","new_ind_group5_sum","new_ind_var30_0","new_num_group5_prcnt","max.saldo","new_ind_var5_0","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_ult13","num_meses_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_hace2","num_var22_ult3","f_diff_num_var45_ult13","new_ind_sum","num_meses_var39_vig_ult3","ind_comb_rank","f_num_quan_70_sum_saldo","f_diff_var_15_var_36_rank","saldo_medio_var8_ult1","f_diff_num_var30_4","var15_ratio","imp_var43_emit_ult1","f_diff_imp_op_var39_comer_ult13","f_num_3_sum_num","abs_f_diff_num_var30_4","0.821801","0.821091","0.827635","0.802378","0.814116","0.824404","0.815966","0.819359","0.818563","0.833983"
"new_num_group5_sum","var15_ratio","f_diff_saldo_medio_var5_8_ult11","num_var5","saldo_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_ult1","num_var35","f_diff_var_15_var_38","var38","num_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_42","var38_ratio","saldo_var42","new_num_group5_prcnt","imp_op_var39_comer_ult3","saldo_var30","imp_op_var41_efect_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_hace3","n0","num_of_used","num_meses_var5_ult3","0.835613","0.833011","0.837962","0.821437","0.820446","0.82997","0.837961","0.81005","0.829713","0.834475"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var38","var38_ratio","num_of_used","ind_var5","f_diff_num_var30_4","var15","num_meses_var5_ult3","f_num_non_zero_sum_ind","f_num_3_sum_num","new_ftr_ult1_ult3_ratio_imp_op_var39_efect","nonzerocount.num","new_ind_sum","saldo_var8","imp_var43_emit_ult1","new_num_group5_prcnt","saldo_medio_var5_hace3","new_num_var30_0","imp_trans_var37_ult1","new_num_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var30","saldo_medio_var5_hace2","sald0_quantile_diff_1","saldo_medio_var8_ult3","num_var45_hace2","imp_op_var41_efect_ult3","sald0_quantile_diff_2","f_diff_saldo_medio_var5_ult13","0.82131","0.817826","0.835584","0.824101","0.814125","0.828207","0.837817","0.821637","0.829605","0.834768"
"abs_f_diff_num_var30_4","num_var45_ult3","abs_f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var5_saldo_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var30_0","num_quantile_diff_3","new_num_group5_prcnt","num_var42","abs_f_ratio_num_var30_saldo_var30","num_of_used","var15","abs_f_diff_saldo_var5_30","f_ratio_num_var42_saldo_var42","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","num_var22_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_38","num_meses_var39_vig_ult3","f_diff_var_15_var_36_rank","sald0_quantile_diff_1","var36","f_diff_num_var45_ult13","nonzerocount.saldo","saldo_medio_var5_hace3","new_ind_var30_0","ind_comb_rank","0.841306","0.841917","0.82005","0.822733","0.827056","0.810946","0.838417","0.826299","0.835098","0.840661"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var30_0","num_meses_var39_vig_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var30","abs_f_diff_num_var30_4","num_var5","num_var35","num_var45_ult1","f_diff_var_15_var_36_less_60","num_of_used","num_var22_hace2","new_num_sum","abs_f_ratio_num_var30_saldo_var30","num_med_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","num_meses_var5_ult3","saldo_medio_var5_hace2","new_num_prcnt","n0","var15","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var37","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.828149","0.834214","0.832024","0.808197","0.812076","0.81189","0.833448","0.800337","0.829165","0.833533"
"new_ind_var30_0","f_diff_num_var45_ult13","f_ratio_num_var42_saldo_var42","f_num_quan_70_sum_saldo","saldo_var8","var15","var15_ratio","num_var22_ult1","var36","num_var45_ult3","num_var45_hace3","var38","ind_comb_rank","f_diff_var_15_var_36_rank","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_ult1","imp_op_var39_comer_ult3","num_meses_var5_ult3","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_38","imp_op_var41_ult1","nonzerocount.saldo","imp_op_var41_efect_ult1","saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_var5_42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_larger","ind_var5","saldo_medio_var8_ult1","0.831621","0.832557","0.830869","0.82985","0.840166","0.833098","0.841996","0.806883","0.837215","0.844622"
"abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_42","imp_op_var39_comer_ult3","num_meses_var39_vig_ult3","saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_sum","nonzerocount.num","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_medio_var5_ult1","abs_f_ratio_num_var5_saldo_var5","num_meses_var5_ult3","num_var45_ult3","new_num_sum","saldo_var30","new_num_prcnt","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var22_hace2","abs_f_diff_num_var30_4","ind_comb_rank","num_of_used","num_var45_hace2","abs_f_diff_saldo_var5_30","f_diff_var_15_var_38","abs_f_ratio_num_var30_saldo_var30","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","f_num_3_sum_num","0.840988","0.840009","0.836514","0.810339","0.821902","0.829251","0.838226","0.805986","0.835169","0.846814"
