"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"num_var5","f_diff_var_15_var_36_less_60","ind_comb_rank","f_ratio_num_var42_saldo_var42","new_ind_0_group5_sum","imp_op_var39_efect_ult3","new_ind_sum","num_of_used","var38","var36","sald0_quantile_diff_2","var15","saldo_var30","new_num_group5_sum","new_num_var5_0","saldo_var42","saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var4","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","n0","new_ftr_ult1_ult3_ratio_num_var45","num_var22_hace3","imp_op_var41_efect_ult1","abs_f_diff_saldo_medio_var5_ult13","f_diff_num_var30_4","abs_f_diff_num_var30_4","f_diff_var_15_larger","num_var22_ult3","num_var42","saldo_var5","ind_var5","new_ind_group5_sum","f_diff_saldo_medio_var5_8_ult11","nonzerocount.saldo","num_var30","0.835929","0.828266","0.825837","0.821921","0.837847","0.832683","0.826444","0.828185","0.836524","0.850484"
"abs_f_ratio_num_var5_saldo_var5","saldo_var30","abs_f_ratio_num_var30_saldo_var30","new_ftr_ult1_ult3_ratio_num_var22","num_med_var22_ult3","saldo_var42","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15","imp_trans_var37_ult1","num_var4","num_var22_ult1","f_diff_var_15_larger","saldo_medio_var5_hace2","f_diff_num_var30_4","ind_var5","abs_f_diff_saldo_var5_42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_comer_ult1","var36","abs_f_diff_imp_op_var41_efect_comer_ult1","num_quantile_diff_1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_quan_70_sum_saldo","var38_ratio","f_diff_var_15_var_36_cutpoint_smaller","num_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var22_ult3","imp_op_var41_ult1","saldo_var5","f_num_non_zero_sum_ind","num_var30","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult3","saldo_medio_var5_ult1","abs_f_diff_num_var30_4","var38","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","0.824212","0.842936","0.837774","0.828163","0.817885","0.832729","0.841244","0.827055","0.837332","0.84869"
"f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_ult13","ind_var5","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","n0","f_diff_num_var45_ult13","var36","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var5_saldo_var5","num_var42","new_num_prcnt","new_ftr_ult1_ult3_ratio_num_var45","sald0_quantile_diff_2","num_quantile_diff_3","num_var45_hace2","saldo_var42","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_var30","saldo_var30","new_num_group5_prcnt","new_num_group5_sum","saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","var15_ratio","f_num_3_sum_num","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_ult3","ind_comb_rank","var15","f_diff_num_var30_4","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_ult13","imp_op_var41_comer_ult3","num_of_used","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","saldo_var5","0.823121","0.817848","0.811128","0.802937","0.817503","0.809992","0.83018","0.803999","0.819504","0.825962"
"var38_ratio","f_diff_saldo_medio_var5_8_ult11","new_num_sum","f_diff_var_15_var_36_rank","num_var22_ult1","new_num_group5_prcnt","var15","max.saldo","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_hace2","num_var5","new_num_group5_sum","num_var4","f_num_quan_70_sum_saldo","f_diff_num_var30_4","sald0_quantile_diff_1","f_diff_imp_op_var41_efect_comer_ult1","f_num_non_zero_sum_ind","abs_f_ratio_num_var30_saldo_var30","var38","saldo_var30","new_ind_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_num_var30_4","f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","new_num_prcnt","num_var45_ult3","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_38","num_quantile_diff_3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_meses_var5_ult3","f_num_3_sum_num","0.842352","0.842227","0.818861","0.814506","0.838404","0.832504","0.840638","0.804851","0.821032","0.838258"
"imp_ent_var16_ult1","var15_ratio","f_diff_var_15_var_36_rank","new_num_var30_0","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_3","f_num_3_sum_num","f_diff_var_15_var_36_cutpoint_smaller","num_var45_ult1","num_var42","saldo_medio_var5_ult1","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var5_saldo_var5","imp_op_var39_comer_ult3","nonzerocount.num","imp_op_var39_ult1","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_1","f_diff_imp_op_var41_comer_ult13","saldo_var30","new_ind_sum","f_ratio_num_var42_saldo_var42","new_ind_var30_0","new_ind_group5_sum","new_ind_var5_0","f_num_quan_70_sum_saldo","saldo_medio_var5_hace3","imp_op_var41_ult1","num_quantile_diff_3","new_num_prcnt","f_diff_var_15_var_38","new_num_var5_0","ind_comb_rank","num_of_used","num_var30","new_ftr_ult1_ult3_ratio_num_var22","num_var35","saldo_medio_var8_ult1","0.821998","0.835891","0.83898","0.821644","0.836318","0.831489","0.839418","0.810857","0.834318","0.847793"
"ind_comb_rank","new_num_group5_sum","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var38","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var5","max.saldo","var38_ratio","abs_f_ratio_num_var30_saldo_var30","f_num_3_sum_num","new_num_group5_prcnt","var36","f_diff_imp_op_var41_comer_ult13","saldo_var8","num_var22_ult3","new_num_sum","saldo_medio_var5_hace2","ind_var30","num_var45_hace3","num_of_used","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_ult13","num_var22_ult1","nonzerocount.num","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var45","num_var30","abs_f_diff_saldo_medio_var5_ult13","imp_op_var41_comer_ult1","num_var42","var15","new_ind_group5_sum","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_ult3","sald0_quantile_diff_3","num_med_var45_ult3","0.844007","0.835501","0.841785","0.826012","0.838374","0.832165","0.841185","0.809422","0.835893","0.831041"
"abs_f_ratio_num_var30_saldo_var30","num_of_used","f_ratio_num_var42_saldo_var42","new_ind_var5_0","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_num_var22_ult3_num_med_var45_ult3","imp_op_var39_efect_ult3","new_ind_sum","imp_op_var39_ult1","saldo_var30","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","new_num_sum","nonzerocount.saldo","var15","saldo_medio_var5_hace3","abs_f_diff_num_var30_4","f_diff_num_var22_ult3_num_med_var45_ult3","ind_var30","ind_comb_rank","sald0_quantile_diff_1","sald0_quantile_diff_2","num_var45_ult1","num_quantile_diff_3","saldo_medio_var5_hace2","new_num_var30_0","new_ftr_ult1_ult3_ratio_num_var45","sald0_quantile_diff_3","var15_ratio","var36","new_num_var5_0","num_var4","f_diff_var_15_larger","f_diff_saldo_medio_var5_ult13","num_var45_hace2","max.saldo","imp_op_var41_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","n0","f_num_non_zero_sum_ind","0.827137","0.836937","0.828751","0.811779","0.817971","0.813075","0.819724","0.804209","0.809807","0.830045"
"num_var35","abs_f_diff_num_var30_4","abs_f_ratio_num_var30_saldo_var30","imp_var43_emit_ult1","f_diff_saldo_medio_var5_ult13","num_meses_var5_ult3","saldo_medio_var5_hace2","abs_f_ratio_num_var5_saldo_var5","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_hace3","f_ratio_num_var42_saldo_var42","f_diff_var_15_larger","new_num_var30_0","var15","f_diff_var_15_var_36_rank","ind_comb_rank","f_num_3_sum_num","max.saldo","nonzerocount.num","num_var30","saldo_var8","saldo_medio_var8_ult1","f_diff_num_var45_ult13","f_num_quan_70_sum_saldo","num_of_used","new_ind_sum","imp_op_var41_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","sald0_quantile_diff_1","new_num_prcnt","sald0_quantile_diff_2","abs_f_diff_saldo_var5_42","saldo_medio_var5_ult1","0.828662","0.835409","0.826993","0.814022","0.812167","0.823578","0.8296","0.805378","0.808123","0.840634"
"new_num_var5_0","f_diff_imp_op_var41_efect_comer_ult1","imp_op_var39_ult1","f_diff_num_var30_4","num_var22_ult3","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var15","ind_var5","num_var45_hace3","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_42","saldo_medio_var5_hace2","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var45_ult3","new_ind_var5_0","abs_f_ratio_num_var5_saldo_var5","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","f_num_non_zero_sum_ind","nonzerocount.num","saldo_var42","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var30_0","num_var45_ult1","abs_f_diff_saldo_medio_var5_8_ult11","num_meses_var5_ult3","ind_var30","var38","num_quantile_diff_3","num_of_used","f_diff_saldo_var5_saldo_medio_var5_hace3","n0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.841469","0.842107","0.836998","0.828496","0.838197","0.832153","0.839556","0.827357","0.835954","0.848359"
"f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","num_med_var45_ult3","var38","ind_comb_rank","abs_f_diff_saldo_var5_42","var15_ratio","f_diff_var_15_var_38","saldo_medio_var5_ult1","num_meses_var5_ult3","saldo_var42","saldo_medio_var8_ult1","new_num_group5_sum","sald0_quantile_diff_2","imp_trans_var37_ult1","f_diff_saldo_medio_var5_ult13","new_ind_group5_sum","f_diff_imp_op_var41_comer_ult13","f_diff_imp_op_var41_efect_comer_ult1","saldo_medio_var5_hace2","new_num_prcnt","ind_var5","sald0_quantile_diff_3","new_num_0_group5_sum","num_var5","var38_ratio","saldo_var5","new_num_var5_0","nonzerocount.saldo","abs_f_ratio_num_var5_saldo_var5","var36","new_ind_var30_0","n0","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","new_num_group5_prcnt","f_diff_saldo_medio_var5_8_ult11","f_num_quan_70_sum_saldo","nonzerocount.num","0.834487","0.831399","0.816248","0.82447","0.837605","0.809994","0.839181","0.825755","0.816879","0.840822"
"ind_var5","abs_f_diff_num_var22_ult3_num_med_var45_ult3","new_num_group5_prcnt","num_meses_var39_vig_ult3","new_ind_var30_0","sald0_quantile_diff_3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var5","num_meses_var5_ult3","ind_comb_rank","saldo_var42","num_var35","num_var22_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_8_ult11","num_var4","f_diff_var_15_var_36_cutpoint_smaller","var15","abs_f_diff_saldo_var5_30","num_med_var45_ult3","nonzerocount.num","num_quantile_diff_3","nonzerocount.saldo","f_diff_num_var30_4","num_var45_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_8_ult11","saldo_var30","var15_ratio","new_num_prcnt","num_var45_hace2","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var30_0","f_num_3_sum_num","saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","imp_op_var41_comer_ult1","f_diff_var_15_var_38","0.84293","0.842391","0.838548","0.819952","0.821454","0.831435","0.839846","0.809442","0.833457","0.848424"
"num_var45_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var39_vig_ult3","abs_f_diff_num_var30_4","imp_ent_var16_ult1","f_num_quan_70_sum_imp","var36","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_38","imp_op_var41_efect_ult1","imp_op_var39_efect_ult1","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_quantile_diff_1","saldo_medio_var5_ult1","sald0_quantile_diff_3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var42","ind_var30","new_ind_0_group5_sum","f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_num_var45","var38","num_var5","abs_f_diff_saldo_var5_30","num_var45_hace2","n0","abs_f_ratio_num_var30_saldo_var30","saldo_var30","num_var22_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_group5_sum","f_diff_var_15_var_36_cutpoint_smaller","nonzerocount.saldo","num_of_used","max.saldo","0.835932","0.827525","0.821314","0.815278","0.833602","0.809268","0.82053","0.808816","0.830087","0.842709"
"f_diff_var_15_var_36_less_60","imp_op_var39_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_rank","abs_f_ratio_num_var5_saldo_var5","new_ind_sum","f_diff_num_var30_4","imp_op_var41_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_quantile_diff_3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_38","saldo_var42","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","sald0_quantile_diff_1","abs_f_diff_saldo_medio_var5_ult13","f_num_3_sum_num","var15","sald0_quantile_diff_3","nonzerocount.num","f_diff_saldo_medio_var5_8_ult11","ind_comb_rank","saldo_medio_var5_hace2","num_var5","new_ftr_ult1_ult3_ratio_num_var22","var38_ratio","var15_ratio","abs_f_ratio_num_var30_saldo_var30","num_var4","num_var45_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var30","new_ind_group5_sum","saldo_medio_var5_hace3","0.840872","0.821698","0.838963","0.817134","0.836422","0.830409","0.822151","0.824791","0.835166","0.847807"
"saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_hace3","num_var22_ult3","f_diff_saldo_medio_var5_ult13","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.num","num_meses_var39_vig_ult3","ind_var5","new_num_group5_prcnt","n0","var15_ratio","abs_f_ratio_num_var30_saldo_var30","new_num_sum","abs_f_diff_num_var30_4","abs_f_ratio_num_var5_saldo_var5","new_ind_group5_sum","f_num_3_sum_num","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","num_var35","num_var45_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var42","saldo_var30","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_num_var22","f_diff_saldo_medio_var5_8_ult11","var15","ind_var30","num_of_used","imp_ent_var16_ult1","num_var5","f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_group5_sum","0.822815","0.829203","0.824828","0.809864","0.828032","0.825527","0.832833","0.814653","0.816281","0.834871"
"ind_comb_rank","saldo_medio_var5_hace2","num_var30","saldo_var5","num_var22_ult3","new_num_var30_0","new_num_prcnt","saldo_medio_var5_ult1","num_of_used","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var30_4","num_med_var45_ult3","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","sald0_quantile_diff_1","num_var42","f_diff_var_15_var_38","var38_ratio","max.saldo","abs_f_diff_saldo_var5_42","nonzerocount.num","imp_op_var41_efect_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_ult13","num_var22_hace2","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_med_var22_ult3","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_cutpoint_smaller","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_less_60","n0","num_meses_var39_vig_ult3","new_num_var5_0","num_var4","num_var35","num_var45_ult3","0.843288","0.842832","0.815828","0.809735","0.819179","0.834716","0.840952","0.810108","0.835923","0.841127"
"f_num_quan_70_sum_saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_num_var30_4","num_var22_ult3","ind_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_trans_var37_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_sum","saldo_medio_var8_ult3","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_38","num_var45_ult3","var15","saldo_medio_var5_hace3","nonzerocount.num","f_diff_var_15_larger","ind_comb_rank","new_num_group5_sum","imp_var43_emit_ult1","new_num_var30_0","abs_f_diff_saldo_medio_var5_8_ult11","num_var5","num_var45_hace2","sald0_quantile_diff_3","num_quantile_diff_3","var15_ratio","new_num_prcnt","f_ratio_num_var42_saldo_var42","new_ind_var5_0","num_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38_ratio","nonzerocount.saldo","max.saldo","new_num_group5_prcnt","new_num_sum","f_diff_num_var43_emit_recib_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","0.844861","0.842163","0.837447","0.826613","0.836439","0.831167","0.838717","0.826934","0.834474","0.8486"
"new_ind_group5_sum","ind_comb_rank","saldo_medio_var5_hace2","new_num_var30_0","var15","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","max.saldo","new_ind_var30_0","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var5_ult3","num_var30","ind_var30","f_diff_var_15_larger","num_var45_hace2","abs_f_ratio_num_var5_saldo_var5","var38_ratio","saldo_var37","new_ind_var5_0","num_var45_ult3","f_ratio_num_var42_saldo_var42","f_diff_imp_op_var41_efect_ult13","saldo_var8","f_diff_saldo_medio_var5_8_ult11","new_ind_sum","f_num_quan_70_sum_saldo","saldo_medio_var5_hace3","nonzerocount.saldo","var36","num_var22_ult3","new_ftr_ult1_ult3_ratio_num_var22","f_diff_num_var30_4","abs_f_diff_imp_op_var41_efect_comer_ult1","new_num_prcnt","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_non_zero_sum_ind","f_diff_var_15_var_38","num_var35","abs_f_diff_num_var30_4","saldo_var5","0.835734","0.834174","0.838444","0.808791","0.822996","0.832095","0.840383","0.82876","0.836605","0.850853"
"var36","num_meses_var5_ult3","num_var22_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var42","f_diff_var_15_var_36_less_60","new_ind_var30_0","saldo_medio_var5_hace3","var38_ratio","max.saldo","var15","f_num_quan_70_sum_saldo","new_num_sum","var38","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_38","f_diff_var_15_var_36_rank","new_ind_sum","num_quantile_diff_3","ind_comb_rank","abs_f_diff_saldo_medio_var5_ult13","num_var30_0","num_var30","num_var5","f_diff_saldo_var5_saldo_medio_var5_hace2","imp_ent_var16_ult1","var15_ratio","new_num_var5_0","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_group5_sum","new_ind_0_group5_sum","abs_f_diff_num_var30_4","f_diff_imp_op_var41_efect_comer_ult1","abs_f_ratio_num_var30_saldo_var30","f_diff_num_var30_4","nonzerocount.saldo","num_var4","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_8_ult11","0.829675","0.833436","0.828849","0.81939","0.835042","0.811648","0.837792","0.825143","0.82173","0.833896"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult3","max.saldo","imp_trans_var37_ult1","num_var22_hace2","num_meses_var5_ult3","new_num_var30_0","f_diff_num_var30_4","ind_var30","f_diff_var_15_var_36_less_60","saldo_var37","new_num_group5_prcnt","new_num_group5_sum","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var30","num_of_used","f_diff_var_15_var_36_cutpoint_smaller","new_ind_group5_sum","abs_f_diff_imp_op_var41_efect_comer_ult1","imp_op_var39_comer_ult3","f_num_quan_70_sum_saldo","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_quantile_diff_3","saldo_var5","var38_ratio","f_diff_saldo_medio_var5_8_ult11","num_meses_var39_vig_ult3","new_ind_var30_0","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var42","new_num_sum","f_diff_var_15_var_38","var15","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var22_ult3_num_med_var45_ult3","new_num_var8_0","num_var30_0","0.843806","0.842996","0.82006","0.817748","0.837211","0.814526","0.813745","0.82705","0.835231","0.850181"
"saldo_var5","saldo_medio_var5_ult1","var15_ratio","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_of_used","imp_ent_var16_ult1","num_var30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_sum","n0","new_ind_var30_0","f_diff_num_var45_ult13","saldo_medio_var5_ult3","max.saldo","new_ind_var5_0","num_var22_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","f_num_3_sum_num","saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_hace3","f_ratio_num_var42_saldo_var42","ind_comb_rank","f_diff_num_var30_4","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","num_var5","imp_var43_emit_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace3","f_diff_saldo_medio_var5_ult13","num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var45","new_num_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var4","abs_f_ratio_num_var5_saldo_var5","0.839534","0.818173","0.830315","0.812596","0.817762","0.824171","0.828944","0.819195","0.815509","0.831441"
"f_diff_var_15_var_38","ind_var5","ind_comb_rank","num_quantile_diff_3","saldo_medio_var5_ult3","saldo_medio_var8_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_36_less_60","new_ftr_ult1_ult3_ratio_num_var22","new_num_sum","saldo_medio_var5_ult1","saldo_var30","new_num_group5_sum","ind_var30","new_num_prcnt","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_8_ult11","new_ind_var30_0","new_ind_var5_0","nonzerocount.num","abs_f_diff_num_var30_4","saldo_var5","f_ratio_num_var42_saldo_var42","num_var45_hace3","var38_ratio","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_larger","new_ind_sum","abs_f_diff_saldo_medio_var5_ult13","var36","num_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_42","num_quantile_diff_1","num_var4","max.saldo","saldo_medio_var5_hace3","num_meses_var5_ult3","var15_ratio","0.843772","0.841169","0.836364","0.809834","0.819314","0.828905","0.839213","0.809029","0.835088","0.847943"
"new_num_group5_sum","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_num_3_sum_num","new_num_var5_0","new_num_group5_prcnt","var38","num_meses_var5_ult3","var36","saldo_var5","saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","new_num_var30_0","ind_comb_rank","new_ind_var30_0","f_diff_saldo_medio_var5_8_ult11","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","var38_ratio","f_diff_num_var45_ult13","new_num_sum","var15_ratio","new_ftr_ult1_ult3_ratio_num_var45","num_var4","f_diff_var_15_var_38","abs_f_ratio_num_var30_saldo_var30","num_of_used","num_var35","abs_f_ratio_num_var5_saldo_var5","imp_trans_var37_ult1","sald0_quantile_diff_3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_num_var30_4","nonzerocount.saldo","num_quantile_diff_3","saldo_medio_var5_ult3","new_ind_0_group5_sum","0.841111","0.83732","0.835141","0.813005","0.835074","0.828361","0.832859","0.824151","0.830869","0.8335"
